GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Contributors,Age
maelfabien/Multimodal-Emotion-Recognition,N,210,355,11517,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/lululxvi/deepxde/graphs/contributors shows that there are only 3 contributors,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/maelfabien/Multimodal-Emotion-Recognition/blob/master/04-WebApp/library/text_emotion_recognition.py and https://github.com/maelfabien/Multimodal-Emotion-Recognition/blob/master/04-WebApp/library/text_preprocessor.py have appropriate docstrings",https://github.com/maelfabien/Multimodal-Emotion-Recognition/graphs/commit-activity shows very few activities in the past,The author of the project does not reply to issues or close them.,https://github.com/maelfabien/Multimodal-Emotion-Recognition/blob/master/LICENSE,there is no evidence of any testing done on the project.,3,1659
malllabiisc/RESIDE,N,184,107,2484,The source code of the project exists as ad-hoc scripts.,https://github.com/malllabiisc/RESIDE/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/malllabiisc/RESIDE/blob/master/pcnnatt.py and https://github.com/malllabiisc/RESIDE/blob/master/cnnatt.py and https://github.com/malllabiisc/RESIDE/blob/master/helper.py have appropriate docstrings",https://github.com/malllabiisc/RESIDE/graphs/commit-activity shows there have been some activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/malllabiisc/RESIDE/pull/48 and https://github.com/malllabiisc/RESIDE/pull/47",https://github.com/malllabiisc/RESIDE/blob/master/LICENSE,there is no evidence of any testing done on the project.,5,1862
mdeff/fma,N,1175,189,1451,The source code of the project exists as ad-hoc scripts.,There are no contributors to the project other than the author,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/mdeff/fma/graphs/commit-activity shows there have been very few activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/mdeff/fma/issues/40 and https://github.com/mdeff/fma/issues/39",https://github.com/mdeff/fma/blob/master/LICENSE.txt,there is no evidence of any testing done on the project.,3,2484
mesutpiskin/computer-vision-guide,N,198,101,964,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/mesutpiskin/computer-vision-guide/graphs/commit-activity shows that there have been very few activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/mesutpiskin/computer-vision-guide/issues/1",https://github.com/mesutpiskin/computer-vision-guide/blob/master/LICENSE.en-US.md,there is no evidence of any testing done on the project.,1,1804
microsoft/ai-edu,N,7874,506,25848,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/microsoft/ai-edu/graphs/contributors shows that there are multiple contributors,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/microsoft/ai-edu/graphs/commit-activity shows that there have been activities in the past few months consistently,"The project maintainers respond to issues, as evidenced by https://github.com/microsoft/ai-edu/issues/501 and https://github.com/microsoft/ai-edu/issues/487",https://github.com/microsoft/ai-edu/blob/master/LICENSE.md,there is no evidence of any testing done on the project.,57,1770
mlperf/inference,N,288,913,26424,The source code of the project exists as ad-hoc scripts.,https://github.com/mlperf/inference/graphs/contributors shows that there are multiple contributors,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/mlperf/inference/graphs/commit-activity shows that there have been some activities in the past months.,"The project maintainers respond to issues, as evidenced by https://github.com/mlperf/inference/issues/640 and https://github.com/mlperf/inference/issues/638",https://github.com/mlperf/inference/blob/master/LICENSE.md,There are many files related to testing,93,1835
mlperf/training,N,978,242,42178,The source code of this project has been organised into different modules in a way that shows the relationship between different files with ad hoc scripts,https://github.com/mlperf/training/graphs/contributors shows that there are multiple contributors,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/imagenet_preprocessing.py and https://github.com/mlperf/training/blob/master/recommendation/pytorch/alias_generator.py and https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/resnet_model.py have appropriate docstrings",https://github.com/mlperf/training/graphs/commit-activity shows that there have been some activities in the past months.,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mlperf/training/issues/382 and https://github.com/mlperf/training/issues/373",https://github.com/mlperf/training/blob/master/LICENSE.md,there is no evidence of any testing done on the project.,50,2002
mnicnc404/CartoonGan-tensorflow,N,353,339,1652,The source code of the project exists as ad-hoc scripts.,https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/contributors shows there are 2 contributors only,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/imagenet_preprocessing.py and https://github.com/mlperf/training/blob/master/recommendation/pytorch/alias_generator.py and https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/resnet_model.py have appropriate docstrings",https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/commit-activity shows that there are only 2 commits in the past.,"No longer maintained, there were issued closed like https://github.com/mnicnc404/CartoonGan-tensorflow/issues/36",https://github.com/mnicnc404/CartoonGan-tensorflow/blob/master/LICENSE,there is no evidence of any testing done on the project.,3,1662
mravanelli/pytorch-kaldi,N,1641,157,7147,The source code of the project exists as ad-hoc scripts.,https://github.com/mravanelli/pytorch-kaldi/graphs/contributors shows there are multiple contributors,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/mravanelli/pytorch-kaldi/graphs/commit-activity shows that there have been few activities in the past months.,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mravanelli/pytorch-kaldi/issues/233",No license,there is no evidence of any testing done on the project.,11,2029
natethegreate/hent-AI,N,596,477,4687,The source code of the project exists as ad-hoc scripts.,https://github.com/natethegreate/hent-AI/graphs/contributors shows there are multiple contributors,CI is not used on the project,There is a well-maintained README and most of the functions in https://github.com/natethegreate/hent-AI/blob/master/mrcnn/config.py and https://github.com/natethegreate/hent-AI/blob/master/mrcnn/parallel_model.py and https://github.com/natethegreate/hent-AI/blob/master/mrcnn/model.py have appropriate docstrings,https://github.com/natethegreate/hent-AI/graphs/commit-activity there have been some activties in the past few months consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/natethegreate/hent-AI/issues/9 and https://github.com/natethegreate/hent-AI/issues/8",https://github.com/natethegreate/hent-AI/blob/master/LICENSE,there is no evidence of any testing done on the project.,40,1309
NVIDIA/tacotron2,N,1837,134,1427,The source code of the project exists as ad-hoc scripts.,https://github.com/NVIDIA/tacotron2/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/NVIDIA/tacotron2/issues/378 and https://github.com/NVIDIA/tacotron2/issues/379",https://github.com/NVIDIA/tacotron2/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,9,1967
opencv/open_model_zoo,N,2039,2503,62396,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/opencv/open_model_zoo/graphs/contributors shows that there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/opencv/open_model_zoo/graphs/commit-activity shows that there have been significant amount of activties in the past few months consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/opencv/open_model_zoo/issues/1292 and https://github.com/opencv/open_model_zoo/issues/1275",https://github.com/opencv/open_model_zoo/blob/master/LICENSE,there is no evidence of any testing done on the project.,151,1802
Open-Debin/Emotion-FAN,N,111,141,1363,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Open-Debin/Emotion-FAN/issues/14 and https://github.com/Open-Debin/Emotion-FAN/issues/10 but not often",https://github.com/Open-Debin/Emotion-FAN/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,1,1469
open-mmlab/mmskeleton,N,1812,658,6676,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/open-mmlab/mmskeleton/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project,There is a well-maintained README and some of the functions in https://github.com/open-mmlab/mmskeleton/blob/master/mmskeleton/models/backbones/st_gcn_aaai18.py and https://github.com/open-mmlab/mmskeleton/blob/master/mmskeleton/ops/nms/nms.py have appropriate docstrings,https://github.com/open-mmlab/mmskeleton/graphs/commit-activity shows there are few activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/open-mmlab/mmskeleton/issues/334 and https://github.com/open-mmlab/mmskeleton/issues/332",https://github.com/open-mmlab/mmskeleton/blob/master/LICENSE,there is no evidence of any testing done on the project.,9,2127
openseg-group/openseg.pytorch,N,427,172,18832,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/openseg-group/openseg.pytorch/graphs/contributors shows that there are only 3 contributors,CI is not used on the project,There is a well-maintained README and some of the functions in https://github.com/openseg-group/openseg.pytorch/blob/master/lib/models/modules/base_oc_block.py and https://github.com/openseg-group/openseg.pytorch/blob/master/lib/models/modules/isa_block.py have appropriate docstrings,https://github.com/openseg-group/openseg.pytorch/graphs/commit-activityshows that there have been some activties in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/openseg-group/openseg.pytorch/issues/24 and https://github.com/openseg-group/openseg.pytorch/issues/23",https://github.com/openseg-group/openseg.pytorch/blob/master/LICENSE,there is no evidence of any testing done on the project.,3,1703
osmr/imgclsmob,N,1548,2085,191218,The source code of this project has been organised into different modules in a way that shows the relationship between different files with ad hoc scripts,https://github.com/osmr/imgclsmob/graphs/contributors shows that there are 3 contributors but mainly 1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and most of the functions in https://github.com/osmr/imgclsmob/blob/master/pytorch/metrics/det_metrics.py and https://github.com/osmr/imgclsmob/blob/master/pytorch/metrics/cls_metrics.py have appropriate docstrings,https://github.com/osmr/imgclsmob/graphs/commit-activity shows that there have been activties in the past few months with few activities in the past month.,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/osmr/imgclsmob/issues/70 and https://github.com/osmr/imgclsmob/issues/67",https://github.com/osmr/imgclsmob/blob/master/LICENSE,There are many files related to testing,3,1900
OUCMachineLearning/OUCML,N,2878,322,11672,Organized into projects where each project source code exists as ad-hoc scripts.,https://github.com/OUCMachineLearning/OUCML/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity in recent months,The maintainers of the project does not reply to issues or close them.,There are multiple license files as there are multiple projects for this,There are files related to testing but not much,6,1759
PacktPublishing/Advanced-Deep-Learning-with-Keras,N,681,424,7986,Organized into projects where each project source code exists as ad-hoc scripts.,https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/issues/8 and https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/issues/2",https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/blob/master/LICENSE is provided.,There are test files for some of the projects,5,2016
PacktPublishing/Deep-Reinforcement-Learning-Hands-On,N,1485,1183,11128,Organized into projects where each project source code exists as ad-hoc scripts.,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/issues/79 and https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/issues/62",https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/blob/master/LICENSE is provided.,There are test files for some of the projects,10,2015
parlance/ctcdecode,N,312,159,238,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/parlance/ctcdecode/graphs/contributors shows that there are multiple contributors,CI is not used on the project,There is a README and most of the functions in https://github.com/parlance/ctcdecode/blob/master/ctcdecode/src/decoder_utils.h and https://github.com/parlance/ctcdecode/blob/master/ctcdecode/src/scorer.h and https://github.com/parlance/ctcdecode/blob/master/ctcdecode/src/ctc_beam_search_decoder.h have appropriate docstrings,https://github.com/parlance/ctcdecode/graphs/commit-activity shows that there are have been few activities in the past but some activities in the past month,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/parlance/ctcdecode/issues/151 and https://github.com/parlance/ctcdecode/issues/146",https://github.com/parlance/ctcdecode/blob/master/LICENSE,There are 2 files related to testing,15,2285
philipperemy/deep-speaker,N,443,302,1158,The source code of the project exists as ad-hoc scripts.,https://github.com/philipperemy/deep-speaker/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/philipperemy/deep-speaker/graphs/commit-activity shows that there are have been few activities in the past,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/philipperemy/deep-speaker/issues/59 and https://github.com/philipperemy/deep-speaker/issues/58",no license,There are files related to testing,5,2316
philipperemy/keras-tcn,N,829,351,1007,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors (Mainly one): https://github.com/philipperemy/keras-tcn/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",0,Few commits in the past month,"More closed than open, author responds frequently: https://github.com/philipperemy/keras-tcn/issues/145",https://github.com/philipperemy/keras-tcn/blob/master/LICENSE,There is no evidence of any testing done on the project.,14,2004
podgorskiy/ALAE,N,2148,288,5580,The source code of the project consists of some ad-hoc scripts.,Multiple contributors (Mainly one): https://github.com/podgorskiy/ALAE/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented","No commits in the past few months, around 12 commits in the last year","More open than closed, author seldom replies",No license,There is no evidence of any testing done on the project.,4,1654
priya-dwivedi/Deep-Learning,N,2485,184,116598,It's just a collection of projects,One contributor,No indications of using CI services,"No README, some codes are documented",Random commits of whole projects,"More open than closed, author seldom replies",No license,There is no evidence of any testing done on the project.,1,2590
pytorch/examples,N,13265,459,3609,Its a collection of projects/examples,Multiple contributors: https://github.com/pytorch/examples/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/examples/blob/master/LICENSE,There is no evidence of any testing done on the project.,222,2585
pytorch/tutorials,N,3944,1248,10774,Its a collection of projects/tutorials,Multiple contributors: https://github.com/pytorch/tutorials/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/tutorials/blob/master/LICENSE,There is no evidence of any testing done on the project.,427,2547
qiskit-community/qiskit-textbook,N,179,883,8085,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/qiskit-community/qiskit-textbook/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/qiskit-community/qiskit-textbook/blob/master/LICENSE.txt,There is no evidence of any testing done on the project.,232,1503
quantumiracle/SOTA-RL-Algorithms,N,159,105,9281,The source code of this project has been organised into different modules in a way that shows the relationship between different files,One contributor,No indications of using CI services,"There is a well maintained README, some codes are documented",No commits the past month,No open issues,https://github.com/quantumiracle/SOTA-RL-Algorithms/blob/master/LICENSE,There is no evidence of any testing done on the project.,3,1614
r9y9/nnsvs,N,130,115,2737,The source code of this project has been organised into different modules in a way that shows the relationship between different files,One contributor,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a README, some codes are documented",Some commits the past month,More closed than open (The one open is a to do list),https://github.com/r9y9/nnsvs/blob/master/LICENSE,There is no evidence of any testing done on the project.,4,1247
rail-berkeley/softlearning,N,583,1479,8609,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/rail-berkeley/softlearning/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",No commits the past month,"More closed than open, author does not respond frequently",https://github.com/rail-berkeley/softlearning/blob/master/LICENSE,There is no evidence of any testing done on the project.,13,1754
RexYing/gnn-model-explainer,N,255,172,3968,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/RexYing/gnn-model-explainer/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,Do reply to issues but very little of the time,https://github.com/RexYing/gnn-model-explainer/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,6,1731
richzhang/colorization-pytorch,N,384,294,1901,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/richzhang/colorization-pytorch/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented",No commits the past month,"More closed than open, author responds sometimes",https://github.com/richzhang/colorization-pytorch/blob/master/LICENSE,There is only one file related to testing,23,1864
robertness/causalML,N,185,138,38212,The source code of this project has been organised into different modules in a way that shows the relationship between different files with ad hoc scripts (Seems like a tutorial),Multiple contributors: https://github.com/robertness/causalML/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented",No commits the past month,No open or closed issues,https://github.com/robertness/causalML/blob/master/LICENSE,There is no evidence of any testing done on the project.,40,1739
santi-pdp/pase,N,275,899,19211,The source code of the project consists of some ad-hoc scripts.,Multiple contributors: https://github.com/santi-pdp/pase/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented",No commits the past month,"More open than closed, author seldom replies",https://github.com/santi-pdp/pase/blob/master/LICENSE,There is no evidence of any testing done on the project.,7,1767
ShangtongZhang/DeepRL,N,2014,404,3019,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/ShangtongZhang/DeepRL/graphs/contributors that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/ShangtongZhang/DeepRL/issues/82 and https://github.com/ShangtongZhang/DeepRL/issues/81",https://github.com/ShangtongZhang/DeepRL/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,3,2342
shibing624/python-tutorial,N,316,133,23145,It's a collection of tutorials,One contributor,No indications of using CI services,There is a README,Some commits the past month,"One open issue, author replied",https://github.com/shibing624/python-tutorial/blob/master/LICENSE,There is no evidence of any testing done on the project.,2,2383
SkalskiP/ILearnDeepLearning.py,N,783,202,4374,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SkalskiP/ILearnDeepLearning.py/graphs/contributors that there are multiple contributors but mainly 1,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/SkalskiP/ILearnDeepLearning.py/issues/26 and https://github.com/SkalskiP/ILearnDeepLearning.py/issues/3",https://github.com/SkalskiP/ILearnDeepLearning.py/blob/master/LICENSE.md is provided.,There are many files related to testing but its everywhere,4,1868
snap-stanford/ogb,N,400,315,11324,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,1-3 active contributers out of 7,X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",1 open <<< 32 closed,License provided,X Doesn't seem to have unit test,25,1399
songlab-cal/tape,N,149,333,4763,X The source code of the project exists as ad-hoc scripts.,X Author has 286 commits while the other 2 has 1 each,X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",14 open < 34 closed,License provided,X 2 tests,4,1383
spmallick/learnopencv,N,10891,917,31821,"Many folders, each have a few files inside",4 active contributors our of 17,X CI is not used on the project.,Documentation provided mostly in links,"Recent, Commit activity not negligible",146 open >> 43 closed,License provided,X Doesn't seem to have unit test,71,3139
SpursLipu/YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,N,136,170,6443,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/SpursLipu/YOLOv3v4-ModelCompression-MultidatasetTraining-Multibackbone/issues/21 and https://github.com/SpursLipu/YOLOv3v4-ModelCompression-MultidatasetTraining-Multibackbone/issues/29","There is no license to be found, either in the form of a license file or written inside the source code file.",Only 1 test file,5,1323
swechhachoudhary/Handwriting-synthesis,N,127,143,1613,Organised but not in modules,X There are no contributors to the project other than the author.,X CI is not used on the project.,X not much,Most activity was last year,"1 open, none closed",License provided,Few tests,1,1586
TAMU-VITA/DeblurGANv2,N,396,112,2238,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/TAMU-VITA/DeblurGANv2/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Did not reply to this year's issues and questions,https://github.com/TAMU-VITA/DeblurGANv2/blob/master/LICENSE is provided.,There are files related to testing but not much,7,1503
TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,N,2365,1094,268628,Organized into projects where each project source code exists as ad-hoc scripts.,There are no contributors to the project other than the author.,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,The author of the project does not reply to issues or close them.,https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials/blob/master/LICENSE is provided.,There are many projects in this git and some of them have test files,1,2261
tech-srl/code2vec,N,626,159,2348,X The source code of the project exists as ad-hoc scripts.,"2 have significantly more commits than others, but 10 contributers",X CI is not used on the project.,Documentation provided,Commit activity not negligible,2 open << 73 closed,License provided,Few tests,11,1886
tensorflow/examples,N,3396,1221,39962,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"1 has significantly more commits than others, but 177 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",46 open < 180 closed,License provided,X Doesn't seem to have unit test,259,1893
tensorflow/models,N,64439,4914,234008,Organised but not in modules,"100 contributers, most significant",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",820 open << 4647 closed,License provided,Few tests https://github.com/tensorflow/models/tree/master/official/utils/testing/scripts,365,2786
tensorflow/text,N,596,226,13466,"Organised but not in modules, not many files too","1 has significantly more commits than others, but 23 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",20 open < 50 closed,License provided,X few test,103,1575
thunlp/OpenNRE,N,2534,120,2181,Organised but not in modules,"1 has significantly more commits than others, but 5 contributers",X CI is not used on the project.,X not much,Commit activity not negligible,all closed,License provided,X 1 test https://github.com/thunlp/OpenNRE/tree/master/tests,9,2398
Tianxiaomo/pytorch-YOLOv4,N,857,129,4647,The source code of the project exists as ad-hoc scripts.,https://github.com/Tianxiaomo/pytorch-YOLOv4/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Tianxiaomo/pytorch-YOLOv4/issues/140 and https://github.com/Tianxiaomo/pytorch-YOLOv4/issues/134",https://github.com/Tianxiaomo/pytorch-YOLOv4/blob/master/License.txt is provided.,There is no evidence of any testing done on the project.,24,1244
tirthajyoti/Machine-Learning-with-Python,N,1309,446,10108,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,"There is 1 contributor other than the author, but 1 commit with 1++ 1-- only",X CI is not used on the project.,Documentation provided,Commits are quite spread out,1 open < 4 closed,License provided,X Doesn't seem to have unit test,3,2256
tobybreckon/fire-detection-cnn,N,238,258,695,X The source code of the project exists as ad-hoc scripts.,"1-2 has significantly more commits than others, but 4 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,Commits are quite spread out,3 open < 40 closed,License provided,X Doesn't seem to have unit test,5,1867
trekhleb/machine-learning-experiments,N,311,829,3292,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,X There are no contributors to the project other than the author.,X CI is not used on the project.,X Most of the functions in the source code are not documented.,Quite alot of commits past month,"2 open, none closed",License provided,X Doesn't seem to have unit test,1,1404
tristandeleu/pytorch-maml-rl,N,518,223,1710,Organised but not in modules,"1 has significantly more commits than others, but 3 contributers",X CI is not used on the project.,X not much,Quite alot of commits past month,6 open < 27 closed,License provided,X Doesn't seem to have unit test,4,1972
udacity/CarND-Capstone,N,150,109,674,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,"2 has significantly more commits than others, but 15 contributers",X CI is not used on the project.,X not much,Commit activity not negligible,33 open > 24 closed,License provided,X Doesn't seem to have unit test,21,2153
ultralytics/xview-yolov3,N,111,883,1425,Organised but not in modules,X There are no contributors to the project other than the author.,X CI is not used on the project.,X not much,Commits are quite spread out,1 open << 21 closed,License provided,X Doesn't seem to have unit test,2,1921
VainF/pytorch-msssim,N,142,114,687,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/VainF/pytorch-msssim/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/VainF/pytorch-msssim/issues/17 and https://github.com/VainF/pytorch-msssim/issues/16",https://github.com/VainF/pytorch-msssim/blob/master/LICENSE is provided.,There are many files related to testing,9,1616
veaba/ncov,N,238,130,407,Organised but not in modules and few files,"1 main contributer, the other has 1 commit",X CI is not used on the project.,in chinese,Commit activity not negligible,17 open > 7 closed,License provided,X Doesn't seem to have unit test,3,1184
vwxyzjn/cleanrl,N,156,365,19456,X The source code of the project exists as ad-hoc scripts.,"1 has significantly more commits than others, 2 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",3 open < 7 closed,License provided,A number,34,1567
wandb/examples,N,178,180,9682,X The source code of the project exists as ad-hoc scripts in folders,Yes,X CI is not used on the project.,X not much,Commits are quite spread out,3 open > 1 closed,"X There is no license to be found, either in the form of a license file or written inside the source code file.",X 1,53,2058
wjmaddox/swa_gaussian,N,185,337,7949,The experiments of this project has been organised into different modules,"2 has significantly more commits than others, 6 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,about 1+ per month,2 open < 7 closed,License provided,X 2,7,1916
wubinzzu/NeuRec,N,524,202,7016,Organised but not in modules,"1 has significantly more commits than others, 3 contributers",Travis used,X Most of the functions in the source code are not documented.,Commit activity not negligible,8 open < 10 closed,License provided,X Doesn't seem to have unit test,5,1669
x4nth055/pythoncode-tutorials,N,219,181,22800,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,X There are no contributors to the project other than the author.,X CI is not used on the project.,Tutorials provided,"Recent, Commit activity not negligible",5 open < 7 closed,License provided,X Doesn't seem to have unit test,11,1515
xiaomiwujiecao/DataAnalysisInAction,N,326,106,1648,"folders named as numbers, inside each is a readme and maybe 1 other file","1 main contributer, the other has 1 commit",X CI is not used on the project.,in chinese,Commits are quite spread out,7 open > 6 closed,License provided,X Doesn't seem to have unit test,2,1734
